Epoch,D_Loss,G_Loss,Feature_Loss,Total_Loss,Real_Mean,Fake_Mean,Real_Std,Fake_Std
26,0.6500171929597854,0.8190416604280472,2.285230391407822e-06,0.8190439456584385,0.06495125591754913,0.1607181280851364,0.9401452541351318,0.16541525721549988
27,0.6490250244736672,0.8272954940795898,2.3101804345060373e-06,0.8272978042600243,0.09037121385335922,0.15417791903018951,0.7532550096511841,0.16576984524726868
28,0.647565446794033,0.8308936595916748,2.48825932658292e-06,0.8308961478510014,0.026972167193889618,0.1270090788602829,1.1384443044662476,0.12856535613536835
29,0.6464688047766686,0.8316777408123016,2.1893085374813382e-06,0.8316799301208391,-0.04617949202656746,0.1046617403626442,0.9873600602149963,0.10628771781921387
30,0.6463737651705742,0.8317493021488189,2.3204568208257116e-06,0.8317516226056397,0.1034221276640892,0.10927339643239975,0.49445393681526184,0.11405084282159805
31,0.6447175562381744,0.8355845093727112,2.3286335704142402e-06,0.8355868380062816,0.014626394025981426,0.09459424763917923,0.9280989170074463,0.09476596117019653
32,0.6441225215792656,0.8346922725439072,2.2517395791510354e-06,0.8346945242834863,0.12692873179912567,0.10705512762069702,0.9598050713539124,0.11262929439544678
33,0.6436588749289512,0.8426321983337403,2.2807314167039293e-06,0.842634479065157,0.04687914252281189,0.1136687621474266,0.5835018157958984,0.12395227700471878
34,0.6422944039106369,0.8474120140075684,2.2858092847855007e-06,0.8474142998168531,0.11166474968194962,0.09487789869308472,0.6332520842552185,0.09876254945993423
35,0.6415285229682922,0.8481468975543975,2.0727969399558787e-06,0.8481489703513375,-0.004464583937078714,0.10654500871896744,0.5438629984855652,0.11490532010793686
36,0.6405120760202407,0.852487000823021,2.1393079521203617e-06,0.8524891401309731,0.06544984132051468,0.11337012052536011,0.7131567597389221,0.1277243047952652
37,0.640296146273613,0.8558129698038102,2.168140764524651e-06,0.8558151379445746,0.06198422610759735,0.1218976154923439,0.8442086577415466,0.14153289794921875
38,0.6394590914249421,0.8593959152698517,2.167364851857201e-06,0.8593980826347035,-0.008237000554800034,0.10079866647720337,0.6288345456123352,0.1126091405749321
39,0.638379555940628,0.8584794491529465,2.1422620079647457e-06,0.8584815914149545,0.024419859051704407,0.10134441405534744,0.8923206925392151,0.11740582436323166
40,0.6370679005980492,0.8621632307767868,2.1804452046580993e-06,0.8621654112219914,-0.017881520092487335,0.10636075586080551,0.6956354379653931,0.1253373771905899
41,0.6362004846334457,0.8683544903993606,2.1267884449116536e-06,0.8683566171878055,-0.03670574352145195,0.0957205668091774,1.2403528690338135,0.11030428111553192
42,0.6354431927204132,0.8686682194471359,2.0474179734719654e-06,0.8686702668651094,-0.0943126305937767,0.09608521312475204,1.3701145648956299,0.11280041188001633
43,0.6347344577312469,0.8704655081033706,2.103147937759786e-06,0.8704676112513084,-0.028804173693060875,0.0989466980099678,0.7242752313613892,0.12155348062515259
44,0.6340314820408821,0.8754418104887008,2.3441289897618843e-06,0.8754441546176907,-0.03035629354417324,0.08852201700210571,0.7536875605583191,0.10420504957437515
45,0.6337357431650161,0.8652559906244278,2.0915673360377697e-06,0.8652580821917638,0.0017198523273691535,0.09479058533906937,0.8599565029144287,0.12035893648862839
46,0.6343269363045693,0.8713267922401429,2.132834509893655e-06,0.8713289250746528,0.08060216158628464,0.07818391174077988,0.48932552337646484,0.0963001623749733
47,0.6329964965581893,0.8734878957271576,2.114330396807418e-06,0.8734900100575543,-0.01937726140022278,0.12035363912582397,0.598945140838623,0.1539163589477539
48,0.6318862780928611,0.8829490959644317,2.086070105633553e-06,0.8829511820345374,-0.031555503606796265,0.10463642328977585,0.7332471609115601,0.1312391459941864
49,0.6320974096655846,0.8815059244632721,1.842721121647628e-06,0.8815077671843938,0.1122533455491066,0.09375641494989395,0.5820503234863281,0.11886173486709595
50,0.6301621332764625,0.8847139209508896,2.062982645156808e-06,0.8847159839335348,0.04583437368273735,0.10413756966590881,0.8996928334236145,0.13652068376541138
51,0.630186639726162,0.8880071461200714,1.978380510081479e-06,0.8880091245005814,0.12651647627353668,0.11183536797761917,0.6104583740234375,0.14864520728588104
52,0.6284359902143478,0.8906335294246673,2.0058632514974306e-06,0.8906355352879188,-0.07985859364271164,0.0874904990196228,0.8551227450370789,0.11383964866399765
53,0.6281845226883889,0.8952116668224335,2.1065983617063465e-06,0.8952137734207952,0.0721830353140831,0.08433300256729126,1.1476333141326904,0.10897268354892731
54,0.6275388076901436,0.8920834094285965,1.947245442579515e-06,0.8920853566740391,-0.032836075872182846,0.08607234805822372,1.1082245111465454,0.11452760547399521
55,0.6265719458460808,0.8956367641687393,2.013742982853728e-06,0.8956387779117221,-0.047653764486312866,0.09910523891448975,0.9856396913528442,0.13184955716133118
56,0.626298052072525,0.8970657587051392,2.0497165735378074e-06,0.8970678084217127,-0.0029951639007776976,0.09019603580236435,1.115560531616211,0.12102792412042618
57,0.625518886744976,0.8992413491010666,1.985532037451776e-06,0.899243334633104,-0.06773122400045395,0.0836314857006073,0.9644920825958252,0.11356619000434875
58,0.6259320586919784,0.8939683228731156,1.9708495358372604e-06,0.8939702937226514,0.1147102639079094,0.08244339376688004,0.7479330897331238,0.1120932549238205
59,0.6254210963845253,0.9022262036800385,1.9990197984043336e-06,0.9022282026998368,0.09980244189500809,0.08779657632112503,0.603011965751648,0.12040052562952042
60,0.625004979968071,0.9000547856092453,1.8537804010065883e-06,0.9000566393896463,0.13318052887916565,0.08950821310281754,0.5596582889556885,0.12340002506971359
61,0.6225743666291237,0.9080230861902236,1.969367974652414e-06,0.9080250555581983,0.030763564631342888,0.09062755107879639,1.056267499923706,0.12939640879631042
62,0.6222468167543411,0.9098605871200561,1.8126574843790876e-06,0.9098623997775405,0.07001635432243347,0.08365583419799805,0.9288146495819092,0.11624269932508469
63,0.6227939426898956,0.9085834890604019,2.1098035574596e-06,0.9085855988639593,0.022742709144949913,0.07183078676462173,0.7412438988685608,0.10057626664638519
64,0.6222344756126403,0.904799821972847,1.9181683455826714e-06,0.9048017401411926,0.019553542137145996,0.07345997542142868,0.6390527486801147,0.10255879908800125
65,0.6213314741849899,0.905396232008934,1.8911000324806083e-06,0.9053981231089665,0.013615426607429981,0.07355467975139618,1.2116585969924927,0.1062522605061531
66,0.619057546555996,0.9131141245365143,1.9394777268644248e-06,0.9131160640142412,-0.06204572692513466,0.08628735691308975,1.3821674585342407,0.1253419667482376
67,0.6198341861367226,0.9057651549577713,2.0293849331665113e-06,0.9057671843427045,-0.029100477695465088,0.07854675501585007,1.0674306154251099,0.11504175513982773
68,0.6197380036115646,0.9153380960226059,1.8756354165816446e-06,0.9153399716580224,0.03645722568035126,0.08005624264478683,0.7275860905647278,0.11902663856744766
69,0.61938167065382,0.9203187167644501,2.0605906570381196e-06,0.9203207773551071,0.11614489555358887,0.07006583362817764,0.5099548697471619,0.10271909832954407
70,0.6177443385124206,0.9172318011522294,1.938227671871573e-06,0.9172337393799013,-0.020631587132811546,0.08377482742071152,0.8126966953277588,0.12490363419055939
71,0.6179235368967056,0.9195326805114746,1.8013832175256538e-06,0.9195344818946921,0.08700570464134216,0.08268947899341583,0.712995707988739,0.12321624904870987
72,0.6175620749592781,0.9207686364650727,1.8514529642743582e-06,0.920770487918037,0.13017700612545013,0.07401346415281296,0.5997604131698608,0.11130759865045547
73,0.6165141940116883,0.9198602974414826,1.782818503670569e-06,0.9198620802599863,-0.02092956006526947,0.0668514147400856,0.9554530382156372,0.10223595052957535
74,0.6157379731535911,0.9255214512348175,1.818581614543291e-06,0.9255232698164321,-0.013292928226292133,0.07782679796218872,1.1182078123092651,0.11901812255382538
75,0.6147116228938103,0.9272125601768494,1.7658662159192318e-06,0.9272143260430653,-0.004410704132169485,0.06925731152296066,1.2023645639419556,0.11020057648420334
76,0.614462997019291,0.9285770505666733,1.946085512827267e-06,0.9285789966521861,0.008476908318698406,0.07779639214277267,0.6194698810577393,0.12197118997573853
77,0.6164563417434692,0.9218670308589936,1.7660860123669408e-06,0.9218687969450059,0.15549637377262115,0.06642809510231018,0.4757026135921478,0.10533269494771957
78,0.6134907469153404,0.9277682572603225,1.662543189695498e-06,0.9277699198035122,0.018170654773712158,0.06419888883829117,0.6427282691001892,0.09940384328365326
79,0.6134284049272537,0.9276617169380188,1.809134471386642e-06,0.9276635260724901,0.04068908095359802,0.06756490468978882,0.508528470993042,0.11232757568359375
80,0.6123745322227478,0.9291293412446976,1.7722632549066474e-06,0.9291311135079525,-0.013429087586700916,0.054127588868141174,1.5118772983551025,0.0894925594329834
81,0.611355896294117,0.9360287576913834,1.7844828619217878e-06,0.9360305421742453,-0.023976394906640053,0.059012312442064285,0.7982563972473145,0.09537412971258163
82,0.6111997231841088,0.931230092048645,1.6584465299729344e-06,0.931231750495175,0.033753227442502975,0.06199558451771736,0.5886202454566956,0.10210377722978592
83,0.6109921917319298,0.9367443531751632,1.7261504410726047e-06,0.9367460793256043,-0.04333984851837158,0.05862966179847717,1.028003454208374,0.10038977861404419
84,0.6106405630707741,0.9399275064468384,1.774622757011457e-06,0.9399292810695954,0.02267409861087799,0.06887540221214294,0.8583582639694214,0.11922072619199753
85,0.6101083800196647,0.941295725107193,1.6278014754789182e-06,0.9412973529086684,0.12417393922805786,0.05992719531059265,0.5883091688156128,0.11489570885896683
86,0.6086524426937103,0.936763471364975,1.7342960916266748e-06,0.9367652056610666,0.01220808457583189,0.06223924830555916,1.194432020187378,0.12295255810022354
87,0.6085322558879852,0.9454648584127426,1.6657038372613898e-06,0.9454665241165799,0.010326663963496685,0.06656108796596527,0.9464437961578369,0.1261744201183319
88,0.6070825323462486,0.9427501291036606,1.6812030196433625e-06,0.9427518103066803,-0.00651627779006958,0.056362003087997437,0.7706351280212402,0.10062643140554428
89,0.6068742796778679,0.9460719943046569,1.6221549117290124e-06,0.9460736164595687,-0.03485361859202385,0.058784618973731995,1.3152790069580078,0.11044087260961533
90,0.6061922878026962,0.9463444620370864,1.6207481507990451e-06,0.9463460827852372,-0.01718202792108059,0.06880450993776321,1.1656911373138428,0.13987556099891663
91,0.6045969739556313,0.9518775552511215,1.5673382080194643e-06,0.9518791225893295,-0.0035162344574928284,0.05698883533477783,0.859488308429718,0.11509165167808533
92,0.6046944066882134,0.948216587305069,1.628677699727632e-06,0.9482182159827687,0.03403453156352043,0.06125219538807869,0.74534010887146,0.11256302148103714
93,0.6031892776489258,0.9520900845527649,1.6210008197958814e-06,0.9520917055535847,-0.1112462654709816,0.06024211645126343,1.5401232242584229,0.1097002625465393
94,0.6042988374829292,0.9550760686397552,1.5065212267018068e-06,0.9550775751609819,0.0024369258899241686,0.05097099766135216,0.8184024095535278,0.1079859584569931
95,0.6022854715585708,0.9561084836721421,1.4649127876964485e-06,0.9561099485849298,-0.11972927302122116,0.05003591999411583,1.2234673500061035,0.09938665479421616
96,0.6024320855736732,0.9571388185024261,1.6952908083567309e-06,0.9571405137932345,-0.033252593129873276,0.05810876190662384,0.951422393321991,0.11907704919576645
97,0.6016852140426636,0.9565412610769272,1.512643501655475e-06,0.9565427737204288,0.017605876550078392,0.057695817202329636,0.6801710724830627,0.11942486464977264
98,0.6024433583021164,0.9676565676927567,1.4598151494737976e-06,0.9676580275079061,0.05980723723769188,0.05220792070031166,1.174257516860962,0.10138995200395584
99,0.6009746491909027,0.9627059161663055,1.5613802190728166e-06,0.9627074775465246,0.033906448632478714,0.053109537810087204,0.667640209197998,0.13823121786117554
100,0.6005783692002297,0.9564598202705383,1.601771538162211e-06,0.9564614220420765,0.029369080439209938,0.048797499388456345,0.6124538779258728,0.10643616318702698
101,0.6000835537910462,0.961797109246254,1.507301470837774e-06,0.9617986165477248,-0.06023449823260307,0.04911899194121361,1.1782152652740479,0.11717946827411652
102,0.5987465128302574,0.9666749149560928,1.5128969721445173e-06,0.966676427853065,0.091160349547863,0.06047968938946724,0.762779176235199,0.15493926405906677
103,0.5984665080904961,0.9648989886045456,1.5500837093895825e-06,0.964900538688255,0.06595123559236526,0.050488486886024475,0.6166569590568542,0.10697860270738602
104,0.597947558760643,0.965564301609993,1.4671178291791876e-06,0.9655657687278222,0.029814714565873146,0.04152875766158104,0.562712550163269,0.09195295721292496
105,0.5962864741683006,0.967617678642273,1.5033685031085041e-06,0.9676191820107761,-0.010994791984558105,0.05978978052735329,1.0506235361099243,0.14436349272727966
106,0.5953428074717522,0.9698331713676452,1.375574362327825e-06,0.9698345469420075,0.002036516787484288,0.047313470393419266,0.7602529525756836,0.10697393119335175
107,0.5949815362691879,0.967049977183342,1.4336389511981905e-06,0.9670514108222932,0.01810164749622345,0.045413050800561905,0.8285011053085327,0.10454031080007553
108,0.5940497279167175,0.9708121329545975,1.4177776449741942e-06,0.9708135507322424,0.009555928409099579,0.052488673478364944,0.6430197954177856,0.12595267593860626
109,0.5940267264842987,0.971496444940567,1.4043261160168186e-06,0.971497849266683,0.12421011924743652,0.04500243440270424,0.4748789072036743,0.09977830201387405
110,0.5927763730287552,0.9724789321422577,1.384270984772229e-06,0.9724803164132424,0.028770776465535164,0.046499136835336685,0.46016067266464233,0.10542694479227066
111,0.5923793271183968,0.9732717782258987,1.4088431157688319e-06,0.9732731870690144,0.05712643638253212,0.040539056062698364,0.5253122448921204,0.10304606705904007
112,0.5905047729611397,0.9719147682189941,1.3833175728450443e-06,0.971916151536567,0.030534720048308372,0.03856305405497551,0.7278420329093933,0.10279936343431473
113,0.5902149975299835,0.9739246070384979,1.2623327108940429e-06,0.9739258693712088,-0.0027006070595234632,0.03520600125193596,0.9039604067802429,0.09261610358953476
114,0.5898643359541893,0.9766963243484497,1.2838140719395597e-06,0.9766976081625216,0.1196477934718132,0.03727342188358307,0.6674818396568298,0.08137127012014389
115,0.5794578105211258,0.9659560352563858,1.1160811538957205e-06,0.9659571513375398,0.04335295036435127,0.020269719883799553,0.7476221919059753,0.05081555247306824
116,0.5694373637437821,0.975854241847992,9.948049097374679e-07,0.9758552366529017,0.027195999398827553,0.017427682876586914,0.647216260433197,0.04743587598204613
117,0.6524166837334633,1.0422103106975555,2.3323686122012076e-06,1.0422126430661678,0.010226555168628693,0.9800829291343689,0.6114131808280945,2.8507370948791504
118,0.6272512510418892,0.9332804530858994,5.905754264290408e-07,0.9332810436613258,0.09823014587163925,0.1827867031097412,0.5152043104171753,0.2702476382255554
119,0.6134427160024643,0.956414806842804,7.063700081744173e-07,0.9564155132128122,0.10858196765184402,0.07576066255569458,0.9351373314857483,0.1457715481519699
120,0.6075040489435196,0.9685229510068893,8.571844432481157e-07,0.9685238081913325,0.10493079572916031,0.03490607067942619,0.5503780841827393,0.055382613092660904
121,0.6024788603186607,0.9788880318403244,9.911241818372218e-07,0.9788890229645062,0.07644901424646378,0.027241474017500877,0.5549682974815369,0.04665940999984741
122,0.5974169537425041,0.9963546395301819,1.0460475465379205e-06,0.9963556855777285,-0.02669486589729786,0.027656495571136475,1.075315237045288,0.04690650850534439
123,0.5926938772201538,1.0113777935504913,1.0631153685380924e-06,1.01137885666586,0.058177072554826736,0.02660885453224182,0.6683099865913391,0.04754216596484184
124,0.5899557203054429,1.005630612373352,1.020900862158669e-06,1.0056316332742141,-0.05374080315232277,0.024228157475590706,1.2652791738510132,0.04609893634915352
125,0.5872823044657707,1.0006820768117906,1.0436460399887438e-06,1.0006831204578306,-0.02674756944179535,0.03360001742839813,0.769882321357727,0.06918861716985703
126,0.5874390617012978,1.0014777660369873,1.0201078737281932e-06,1.001478786144861,0.15471263229846954,0.03954305872321129,0.6154332756996155,0.08918816596269608
127,0.584595961868763,0.9966112524271011,1.055329454402454e-06,0.9966123077565555,0.031962014734745026,0.05400629714131355,0.7939594984054565,0.18086428940296173
128,0.5815764158964157,0.9988223940134049,1.0668851530226676e-06,0.9988234608985579,0.025289198383688927,0.027835974469780922,1.0350345373153687,0.0751311406493187
129,0.5772192388772964,0.991461792588234,1.0291063659906285e-06,0.9914628216946,-0.007866084575653076,0.01972924917936325,0.7754639387130737,0.04530688375234604
130,0.5725866705179214,0.9922142326831818,9.796094275316137e-07,0.9922152122926093,0.05206754431128502,0.011431630700826645,0.7527142763137817,0.02433249168097973
131,0.5670719787478447,0.988725197315216,8.862216020588676e-07,0.9887260835368181,-0.13626961410045624,0.008493156172335148,1.0244908332824707,0.019800329580903053
132,0.5648340627551078,1.0016981273889543,9.010172135504035e-07,1.0016990284061678,0.054850321263074875,0.009456420317292213,0.44913962483406067,0.023620525375008583
133,0.5610240399837494,1.0056020051240921,9.12573122491267e-07,1.0056029176972145,0.06570982187986374,0.008414425887167454,0.5409773588180542,0.018015578389167786
134,0.5597368076443672,1.011104279756546,8.594786606863636e-07,1.0111051392352066,0.0012439800193533301,0.011796542443335056,0.7168155312538147,0.029046867042779922
135,0.5547742903232574,1.015852877497673,8.757515530533055e-07,1.015853753249226,-0.021324584260582924,0.03650908172130585,0.862165629863739,0.10455150902271271
136,0.5559872329235077,1.017210739850998,8.166325983438582e-07,1.0172115564835964,-0.07237044721841812,0.1712627410888672,1.1346617937088013,0.5085183382034302
137,0.551988610625267,1.0255216538906098,8.076643325694021e-07,1.0255224615549423,-0.043677788227796555,0.03567565232515335,1.2079070806503296,0.14541630446910858
138,0.550436818599701,1.0358913838863373,7.664565032428073e-07,1.0358921503428404,-0.025018373504281044,0.019259294494986534,0.5133275985717773,0.06354410946369171
139,0.5473384439945221,1.040263730287552,8.662499141109947e-07,1.040264596537466,-0.017196321859955788,0.019543400034308434,0.7505326271057129,0.06307793408632278
140,0.5453611120581627,1.0466318428516388,8.428221775602652e-07,1.0466326856738164,-0.02037074603140354,0.012397132813930511,1.2574466466903687,0.03223056718707085
141,0.5413790747523308,1.0537312746047973,8.361084780972306e-07,1.0537321107132753,-0.01972038298845291,0.03332718834280968,0.8584173917770386,0.11017511785030365
142,0.5445876404643059,1.0461481869220735,8.079166718744091e-07,1.0461489948387452,0.01856432482600212,0.23667597770690918,0.488471657037735,0.6883131265640259
143,0.5414650410413742,1.0507591784000396,7.426794553566652e-07,1.050759921079495,0.04974369332194328,0.10023053735494614,0.7163629531860352,0.43667393922805786
144,0.5390853270888328,1.0605463624000548,7.866079414498017e-07,1.0605471490079963,0.01659691147506237,0.041498128324747086,0.7660347819328308,0.24802266061306
145,0.5373410910367966,1.0663454294204713,8.690183847193111e-07,1.066346298438856,0.04595750942826271,0.02904788963496685,0.6579182744026184,0.12797492742538452
146,0.5357801511883735,1.067805790901184,8.163563478547076e-07,1.0678066072575318,0.028749847784638405,0.03508427366614342,0.5878300666809082,0.13221126794815063
147,0.5345993414521217,1.0718754172325133,8.350397934009379e-07,1.0718762522723067,0.06965222209692001,0.12778936326503754,0.4797744154930115,0.5362289547920227
148,0.533826670050621,1.0726776242256164,7.944287546024497e-07,1.072678418654371,0.11462429165840149,0.16455470025539398,0.5761195421218872,0.5697895288467407
149,0.5317277804017067,1.0784239947795868,7.990382357547788e-07,1.0784247938178226,0.11381388455629349,0.07811722904443741,0.7081983089447021,0.32537463307380676
150,0.5321386523544789,1.079784917831421,7.999159265636991e-07,1.0797857177473476,0.08396315574645996,0.042081523686647415,0.9069958925247192,0.1508488655090332
151,0.529960960149765,1.0868224024772644,8.021014679115979e-07,1.0868232045787323,-0.10260508209466934,0.06366443634033203,1.7727742195129395,0.2720092833042145
152,0.5293835178017616,1.088562560081482,8.092637528989144e-07,1.0885633693452348,0.013858606107532978,0.090414859354496,0.6076269745826721,0.34022682905197144
153,0.5283190503716468,1.09128680229187,8.100062245830486e-07,1.0912876122980946,0.06164924427866936,0.11207332462072372,0.5249056220054626,0.40066084265708923
154,0.5268451228737832,1.0910823225975037,7.954472295068627e-07,1.0910831180447331,-0.09551537036895752,0.04935244843363762,1.4754189252853394,0.2150103896856308
155,0.5262073963880539,1.0945471405982972,8.0779322786384e-07,1.094547948391525,0.09094711393117905,0.09722497314214706,0.4749804139137268,0.3880563974380493
156,0.5245580181479454,1.0945799708366395,7.943865739434841e-07,1.0945807652232133,-0.01628022827208042,0.1031067743897438,0.7716935873031616,0.3956761360168457
157,0.5242419451475143,1.101624721288681,8.172918853688316e-07,1.1016255385805662,0.060587327927351,0.10976108908653259,0.6926331520080566,0.40770667791366577
158,0.5230412244796753,1.1036288619041443,7.996601368631673e-07,1.103629661564281,-0.011286993511021137,0.07963813841342926,1.0503586530685425,0.2873068153858185
159,0.5234644770622253,1.1025931000709535,8.481630544565633e-07,1.102593948234008,-0.05879686772823334,0.08292356133460999,0.9724591970443726,0.2887679636478424
160,0.5202800393104553,1.1096391558647156,7.817484970473743e-07,1.1096399376132127,0.07879773527383804,0.09652415663003922,0.6281275749206543,0.34837445616722107
161,0.5196824744343758,1.1128643572330474,8.27401055403243e-07,1.1128651846341029,-0.01757110096514225,0.09015786647796631,1.240275263786316,0.3390411138534546
162,0.5201676040887833,1.1168902218341827,8.009513891238384e-07,1.116891022785572,-0.018505074083805084,0.07405155152082443,0.5291661024093628,0.28358933329582214
163,0.5186240077018738,1.1115774869918824,8.387203507709273e-07,1.1115783257122331,-0.04198439046740532,0.09180913120508194,0.9947658777236938,0.3465803265571594
164,0.51725352704525,1.1218378961086273,7.924004506776328e-07,1.1218386885090779,0.05331708863377571,0.0695609375834465,0.598261833190918,0.26770973205566406
165,0.5166441097855567,1.1218664407730103,8.003819971236226e-07,1.1218672411550075,0.03204956278204918,0.10889977216720581,0.5226629376411438,0.3821401298046112
166,0.5159806609153748,1.1196701943874359,8.306574784455734e-07,1.1196710250449142,0.044573649764060974,0.0998273715376854,0.6765733957290649,0.32117149233818054
167,0.5155349887907505,1.1259660363197326,8.052803508462603e-07,1.1259668416000834,0.026217779144644737,0.09257896989583969,0.8297168016433716,0.329025000333786
168,0.5129070803523064,1.129476398229599,7.876288719899094e-07,1.129477185858471,0.0739133358001709,0.09339816123247147,0.5875316858291626,0.3283565938472748
169,0.5124300420284271,1.1325122714042664,8.266158943115442e-07,1.1325130980201608,0.04756500944495201,0.06433273106813431,0.6352046132087708,0.2225058674812317
170,0.5124449759721756,1.136330533027649,7.904786883727866e-07,1.1363313235063373,-0.009001235477626324,0.07442451268434525,0.8434747457504272,0.27282270789146423
171,0.5113180473446846,1.1396138370037079,8.729687806408037e-07,1.1396147099724885,0.015242318622767925,0.061861392110586166,0.742252767086029,0.23755553364753723
172,0.5114909328520298,1.1380038022994996,8.121970665797562e-07,1.138004614496566,0.027994493022561073,0.09400903433561325,0.5848973393440247,0.2964593470096588
173,0.5085351496934891,1.1429987788200378,7.923975232415615e-07,1.142999571217561,0.019215593114495277,0.0796443447470665,0.786016583442688,0.2872582972049713
174,0.5090535506606102,1.1432743310928344,8.160033786452914e-07,1.143275147096213,0.01843945123255253,0.07902412116527557,0.5804548859596252,0.2871890962123871
175,0.5084694415330887,1.1467483401298524,7.87957819170515e-07,1.1467491280876716,0.01332438737154007,0.09358567744493484,0.5474866032600403,0.3221088647842407
176,0.5075623765587807,1.1466237664222718,8.07709298555892e-07,1.1466245741315704,-0.0022818048018962145,0.0865955576300621,0.6640644073486328,0.2906976342201233
177,0.5062055811285973,1.153001070022583,8.457008419782142e-07,1.153001915723425,0.1385984867811203,0.08391889184713364,0.48265308141708374,0.29358354210853577
178,0.5062270104885102,1.1540441811084747,8.034983125071449e-07,1.1540449846067873,0.010653658770024776,0.06541368365287781,0.4678122401237488,0.24695853888988495
179,0.5045664347708225,1.1561612784862518,7.895269419577744e-07,1.1561620680131939,0.042124975472688675,0.059644121676683426,0.6904208660125732,0.22590604424476624
180,0.5029218792915344,1.1578422486782074,7.603436813496955e-07,1.1578430090218887,-0.13077954947948456,0.08281165361404419,1.2080246210098267,0.29190534353256226
181,0.5026318058371544,1.1651961028575897,8.296925528838983e-07,1.1651969325501426,0.07732547074556351,0.06652162224054337,0.6134018898010254,0.24914012849330902
